Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Ireland,IRL,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.5896,1.5911,1.9536,1.9454,1.7969,1.3996,1.8823,2.0163,1.9439,..
Israel,ISR,Economic Fitness Metric,EF.EFM.PROD.XD,2.3283,2.2972,2.2249,2.2626,2.275,2.2592,2.2769,2.2039,2.0896,1.9392
Israel,ISR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.68761,0.75157,0.77124,0.72119,0.67053,0.69,0.66779,0.63761,0.67939,..
Italy,ITA,Economic Fitness Metric,EF.EFM.PROD.XD,6.4554,6.2418,6.2541,6.3963,6.265,6.0971,6.0102,6.1427,6.3673,6.4034
Italy,ITA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,5.3928,5.178,4.8216,4.8577,4.7105,4.6383,4.8113,4.4993,4.6457,..
Jamaica,JAM,Economic Fitness Metric,EF.EFM.PROD.XD,0.023618,0.036116,0.046625,0.05146,0.047232,0.042991,0.041376,0.044028,0.057476,0.05596
Jamaica,JAM,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Economic Fitness Metric,EF.EFM.PROD.XD,6.855,6.9046,6.8331,7.1638,7.1905,6.6886,6.8032,6.7974,6.7345,7.1023
Japan,JPN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,7.7613,7.8502,8.1377,8.0371,7.5646,7.0096,6.6463,6.6906,7.2183,..
Jordan,JOR,Economic Fitness Metric,EF.EFM.PROD.XD,0.59064,0.53887,0.5337,0.539,0.48175,0.46777,0.43682,0.38498,0.37497,0.29488
Jordan,JOR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.071489,0.078203,0.082272,0.08182,0.089148,0.091124,0.097995,0.10211,0.089831,..
Kazakhstan,KAZ,Economic Fitness Metric,EF.EFM.PROD.XD,0.096939,0.081645,0.081141,0.084017,0.093963,0.11533,0.14722,0.2001,0.20229,0.18771
Kazakhstan,KAZ,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.12574,0.19416,0.17095,0.18945,0.23915,0.15725,0.17321,0.16908,0.17304,..
Kenya,KEN,Economic Fitness Metric,EF.EFM.PROD.XD,0.32644,0.38562,0.35937,0.27109,0.22089,0.26662,0.22181,0.20153,0.18808,0.24009
Kenya,KEN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.098874,0.097469,0.090922,0.071119,0.078121,0.093997,0.082426,0.07911,0.078391,..
"Korea, Dem. People's Rep.",PRK,Economic Fitness Metric,EF.EFM.PROD.XD,0.70993,0.71687,0.6246,0.47489,0.44675,0.40784,0.36687,0.31421,0.29454,0.27036
"Korea, Dem. People's Rep.",PRK,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Economic Fitness Metric,EF.EFM.PROD.XD,3.4623,3.6007,3.7241,3.8522,4.0265,4.0357,4.3385,4.3134,4.1246,4.1838
"Korea, Rep.",KOR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,2.806,2.9167,3.0534,3.1447,3.3508,3.3312,3.4125,3.7542,3.9143,..
Kuwait,KWT,Economic Fitness Metric,EF.EFM.PROD.XD,5.1596E-298,2.6249E-15,0.0011868,0.00079203,0.0011379,0.002671,0.0033744,0.011033,0.010669,0.010253
Kuwait,KWT,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.071818,0.062436,0.076321,0.076763,0.064708,0.082853,0.077459,0.079713,0.063104,..
Kyrgyz Republic,KGZ,Economic Fitness Metric,EF.EFM.PROD.XD,0.12901,0.14359,0.14778,0.15127,0.18199,0.17386,0.1634,0.1625,0.15041,0.14791
Kyrgyz Republic,KGZ,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.012818,0.01146,0.011455,0.011126,0.012207,0.012623,0.0093831,0.0093986,0.0091655,..
Lao PDR,LAO,Economic Fitness Metric,EF.EFM.PROD.XD,0.03555,0.039207,0.04509,0.050563,0.05491,0.050415,0.051377,0.052194,0.050846,0.029931
Lao PDR,LAO,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,Economic Fitness Metric,EF.EFM.PROD.XD,1.3868,1.2659,1.3632,1.4423,1.3634,1.3674,1.3988,1.3654,1.4721,1.3572
Latvia,LVA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.14604,0.12681,0.11319,0.11883,0.11803,0.12272,0.12828,0.11884,0.11809,..
Lebanon,LBN,Economic Fitness Metric,EF.EFM.PROD.XD,0.90341,0.81854,0.78919,0.79883,0.85118,0.8935,0.86412,0.7226,0.70147,0.64642
Lebanon,LBN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.061578,0.065833,0.096994,0.12236,0.086152,0.089763,0.11152,0.099342,0.090805,..
Lesotho,LSO,Economic Fitness Metric,EF.EFM.PROD.XD,5.3413E-73,0.0003493,0.057786,0.06378,0.061274,0.064513,0.057717,0.046321,0.047238,0.083147
Lesotho,LSO,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0015565,0.0016536,0.0042455,0.0045377,0.0043353,0.0039177,0.0038511,0.0043272,0.0052714,..
Liberia,LBR,Economic Fitness Metric,EF.EFM.PROD.XD,0,1.117E-244,8.5161E-22,1.6563E-171,5.0696E-32,2.0503E-11,1.0177E-71,1.6074E-152,1.2076E-173,1.5471E-78
Liberia,LBR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0058539,0.0090925,0.005721,0.0044728,0.0041511,0.0046689,0.0044854,0.0057486,0.0092834,..
Libya,LBY,Economic Fitness Metric,EF.EFM.PROD.XD,0,1.8167E-229,3.7518E-20,1.6563E-171,2.7423E-145,2.1114E-74,2.5232E-40,2.8494E-08,8.7982E-08,5.9256E-28
Libya,LBY,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.010616,0.010284,0.010427,0.0028181,0.0047992,0.0063978,0.0044562,0.0088943,0.0042746,..
Lithuania,LTU,Economic Fitness Metric,EF.EFM.PROD.XD,1.4659,1.4249,1.5261,1.6376,1.7838,1.933,2.0381,1.9837,2.1238,1.9949
Lithuania,LTU,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.20669,0.18975,0.20122,0.21109,0.23422,0.24882,0.27857,0.23843,0.25844,..
Luxembourg,LUX,Economic Fitness Metric,EF.EFM.PROD.XD,1.4683,1.4519,1.3996,1.3975,1.3659,1.3865,1.342,1.3786,1.4479,1.3692
Luxembourg,LUX,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.84006,0.85172,0.80909,0.84563,0.82411,0.95685,0.95824,0.89121,0.90685,..
Madagascar,MDG,Economic Fitness Metric,EF.EFM.PROD.XD,0.12944,0.17047,0.18368,0.17517,0.16932,0.17691,0.15911,0.16223,0.16068,0.12938
Madagascar,MDG,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.020964,0.018169,0.018902,0.018709,0.019142,0.023683,0.031317,0.029821,0.030834,..
Malawi,MWI,Economic Fitness Metric,EF.EFM.PROD.XD,0.0073486,0.0082799,0.010538,0.01113,0.010615,0.014114,0.019108,0.022303,0.011542,0.011063
Malawi,MWI,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.008864,0.01234,0.0090069,0.015607,0.012461,0.011094,0.013479,0.0095853,0.0053512,..
Malaysia,MYS,Economic Fitness Metric,EF.EFM.PROD.XD,1.5949,2.1324,2.375,2.4063,2.6828,2.4402,2.3871,2.2494,2.2466,2.3264
Malaysia,MYS,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.0185,1.1669,1.2604,1.2241,1.2831,1.2254,1.2892,1.2917,1.2583,..
Maldives,MDV,Economic Fitness Metric,EF.EFM.PROD.XD,0,2.1799E-94,0.0008754,0.0019489,0.0040617,0.005527,0.0020619,0.0011561,8.2444E-06,1.5845E-40
Maldives,MDV,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Mali,MLI,Economic Fitness Metric,EF.EFM.PROD.XD,0,4.5948E-96,0.00010288,0.00012725,0.0001776,4.8137E-05,4.2453E-06,2.1838E-07,0.00048761,0.00046912
Mali,MLI,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0096495,0.003089,0.0080256,0.0094696,0.011538,0.0058704,0.0067696,0.006696,0.016058,..
Malta,MLT,Economic Fitness Metric,EF.EFM.PROD.XD,0.24085,0.35426,0.36303,0.35574,0.35489,0.36638,0.4042,0.44856,0.39089,0.30393
Malta,MLT,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.13682,0.13268,0.12648,0.11872,0.11292,0.12624,0.12544,0.12735,0.1449,..
Mauritania,MRT,Economic Fitness Metric,EF.EFM.PROD.XD,0,3.8835E-226,1.1029E-11,6.6891E-78,1.4039E-17,4.3394E-09,2.7864E-06,2.8242E-09,5.9251E-11,1.9461E-40
Mauritania,MRT,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,0.0045857,0.0044188,0.0061894,0.0051611,0.0057987,..
Mauritius,MUS,Economic Fitness Metric,EF.EFM.PROD.XD,0.31643,0.35979,0.4111,0.40604,0.35881,0.40651,0.37818,0.35175,0.37243,0.33257
Mauritius,MUS,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Economic Fitness Metric,EF.EFM.PROD.XD,1.9394,2.1415,2.1528,2.0451,2.0132,1.9021,1.7818,1.7595,1.6492,1.6224
Mexico,MEX,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.4863,1.4938,1.5453,1.5753,1.7691,1.8139,1.9738,2.1043,2.1348,..
Moldova,MDA,Economic Fitness Metric,EF.EFM.PROD.XD,0.2348,0.38644,0.42479,0.46858,0.48929,0.49324,0.39841,0.35882,0.41259,0.39261
Moldova,MDA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Economic Fitness Metric,EF.EFM.PROD.XD,0.0075144,0.0084488,0.0089949,0.0085663,0.0070742,0.014902,0.013788,0.014849,0.018794,0.013557
Mongolia,MNG,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.010143,0.012406,0.013144,0.014036,0.014629,0.019542,0.022241,0.023489,0.021539,..
Montenegro,MNE,Economic Fitness Metric,EF.EFM.PROD.XD,0.18872,0.22978,0.22329,0.19755,0.19654,0.21535,0.21855,0.23868,0.21284,0.20128
Montenegro,MNE,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0088647,0.0079243,0.0071278,0.0087349,0.0068668,0.0070574,0.0082436,0.0076503,0.0069256,..
Morocco,MAR,Economic Fitness Metric,EF.EFM.PROD.XD,0.34115,0.35667,0.35801,0.36926,0.37464,0.37945,0.37932,0.40832,0.41616,0.37082
Morocco,MAR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.19073,0.19643,0.18873,0.19814,0.19528,0.1875,0.21734,0.22368,0.22749,..
Mozambique,MOZ,Economic Fitness Metric,EF.EFM.PROD.XD,0.0010731,0.0063258,0.0053773,0.0069649,0.012696,0.017064,0.021722,0.021667,0.015431,0.013733
Mozambique,MOZ,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.012416,0.015243,0.017841,0.019237,0.023366,0.027439,0.034186,0.023961,0.02219,..
Myanmar,MMR,Economic Fitness Metric,EF.EFM.PROD.XD,0.028127,0.035326,0.042848,0.043296,0.051208,0.058823,0.058559,0.077661,0.14255,0.15985
Myanmar,MMR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.017272,0.029688,0.036815,0.031146,0.033307,0.04766,0.056972,0.058034,0.080584,..
Namibia,NAM,Economic Fitness Metric,EF.EFM.PROD.XD,0.16764,0.1938,0.17083,0.16789,0.17179,0.13396,0.10927,0.069097,0.076056,0.053199
Namibia,NAM,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.047489,0.076692,0.061966,0.065948,0.049803,0.058026,0.053405,0.027235,0.037026,..
Nepal,NPL,Economic Fitness Metric,EF.EFM.PROD.XD,0.23203,0.38551,0.42094,0.40935,0.34672,0.33762,0.32652,0.3048,0.29386,0.26757
Nepal,NPL,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0045907,0.026113,0.025355,0.021239,0.022975,0.020649,0.02298,0.023995,0.012459,..
Netherlands,NLD,Economic Fitness Metric,EF.EFM.PROD.XD,5.2863,5.0282,4.928,5.0839,4.9507,5.0303,5.2002,5.5896,5.4736,5.2238
Netherlands,NLD,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,5.4555,5.4459,5.1674,5.162,5.0283,5.1396,5.2033,5.0841,5.0005,..
New Zealand,NZL,Economic Fitness Metric,EF.EFM.PROD.XD,1.1622,1.0711,0.97477,0.99139,0.89739,0.92843,0.80828,0.82961,0.77957,0.64698
New Zealand,NZL,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.55234,0.52117,0.54902,0.59259,0.60107,0.58375,0.60838,0.56235,0.53565,..
Nicaragua,NIC,Economic Fitness Metric,EF.EFM.PROD.XD,0.061452,0.061856,0.05338,0.050716,0.07382,0.089294,0.048301,0.042706,0.051306,0.044351
Nicaragua,NIC,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.021864,0.021941,0.022043,0.024697,0.039898,0.03803,0.034821,0.035162,0.031853,..
Niger,NER,Economic Fitness Metric,EF.EFM.PROD.XD,0,0.00097516,0.0020225,0.0021636,0.0010005,0.00075843,0.00064028,0.00011466,0.00068204,2.3211E-25
Niger,NER,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0013125,0.0069296,0.0039444,0.0054818,0.0066031,0.017863,0.0075017,0.006195,0.0081832,..
Nigeria,NGA,Economic Fitness Metric,EF.EFM.PROD.XD,0,2.4962E-08,0.0037905,0.0016686,0.0041473,0.0074487,0.0057644,0.00061643,0.003056,0.0014283
Nigeria,NGA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.027092,0.090611,0.15077,0.11867,0.18719,0.10832,0.27293,0.041248,0.033334,..
North Macedonia,MKD,Economic Fitness Metric,EF.EFM.PROD.XD,0.30468,0.35055,0.39707,0.34228,0.35449,0.3648,0.36739,0.36764,0.38209,0.32389
North Macedonia,MKD,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.030186,0.035399,0.033064,0.040621,0.038517,0.042846,0.047247,0.049129,0.049986,..
Norway,NOR,Economic Fitness Metric,EF.EFM.PROD.XD,0.82218,0.78168,0.7716,0.72841,0.6527,0.60959,0.65942,0.72922,0.75773,0.67574
Norway,NOR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.70308,0.72063,0.75165,0.64633,0.65613,0.63237,0.59329,0.56268,0.58159,..
Oman,OMN,Economic Fitness Metric,EF.EFM.PROD.XD,0.004924,0.0093246,0.015282,0.0093084,0.022449,0.030307,0.04459,0.061445,0.071528,0.062896
Oman,OMN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.027121,0.029225,0.03615,0.040055,0.079641,0.089728,0.070285,0.091722,0.076043,..
Pakistan,PAK,Economic Fitness Metric,EF.EFM.PROD.XD,0.77476,0.85729,0.92156,0.92658,0.92467,0.93073,0.93983,0.89843,0.87472,0.78987
Pakistan,PAK,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.20544,0.21712,0.23633,0.25955,0.25226,0.23913,0.26138,0.25866,0.22623,..
Panama,PAN,Economic Fitness Metric,EF.EFM.PROD.XD,1.4697,1.4808,1.5317,1.3904,0.92898,0.79508,0.86032,0.82589,0.86957,0.73601
Panama,PAN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.10303,0.11943,0.10885,0.11198,0.088516,0.084351,0.076561,0.08565,0.14822,..
Papua New Guinea,PNG,Economic Fitness Metric,EF.EFM.PROD.XD,0,3.8723E-97,1.7324E-07,3.2447E-05,4.9251E-05,3.9975E-05,4.6205E-06,3.929E-08,3.8552E-10,1.4741E-40
Papua New Guinea,PNG,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,Economic Fitness Metric,EF.EFM.PROD.XD,0.060637,0.067174,0.063805,0.07066,0.080942,0.079239,0.072608,0.073194,0.068888,0.060737
Paraguay,PRY,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.055534,0.044125,0.058087,0.06132,0.055803,0.073574,0.077916,0.066746,0.069717,..
Peru,PER,Economic Fitness Metric,EF.EFM.PROD.XD,0.32646,0.34813,0.32939,0.34564,0.36156,0.36744,0.39568,0.35975,0.33429,0.29264
Peru,PER,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.21189,0.20227,0.21203,0.23913,0.24703,0.22983,0.21781,0.21948,0.21564,..
Philippines,PHL,Economic Fitness Metric,EF.EFM.PROD.XD,0.72298,0.88292,0.95817,0.98282,0.96419,0.92993,0.84807,0.81164,0.86357,0.99478
Philippines,PHL,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.36714,0.38086,0.42079,0.41161,0.43266,0.41958,0.42158,0.43456,0.47258,..
Poland,POL,Economic Fitness Metric,EF.EFM.PROD.XD,2.7136,2.651,2.6721,2.6466,2.5797,2.6754,2.8049,2.985,3.0386,3.1972
Poland,POL,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.524,1.4515,1.4642,1.5382,1.533,1.7252,1.8258,1.8116,1.9488,..
Portugal,PRT,Economic Fitness Metric,EF.EFM.PROD.XD,2.0674,2.0651,2.1649,2.2458,2.331,2.4025,2.2418,2.33,2.2305,2.1257
Portugal,PRT,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.64651,0.64396,0.57318,0.59804,0.6116,0.62327,0.63704,0.59092,0.61607,..
Qatar,QAT,Economic Fitness Metric,EF.EFM.PROD.XD,0,4.5135E-229,6.3074E-20,1.2611E-157,0.0003047,0.0013771,0.0012002,0.0026044,0.001656,3.8283E-17
Qatar,QAT,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,0.09826,0.10773,0.15371,0.16099,0.17497,0.13938,..
Romania,ROU,Economic Fitness Metric,EF.EFM.PROD.XD,1.6908,1.6363,1.6419,1.6573,1.7166,1.726,1.6992,1.7683,1.8634,1.8061
Romania,ROU,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.44455,0.43427,0.41514,0.43666,0.43226,0.52813,0.57046,0.54991,0.58908,..
Russian Federation,RUS,Economic Fitness Metric,EF.EFM.PROD.XD,1.0035,1.0221,1.0768,1.0357,1.0106,0.96908,0.96006,1.147,1.1413,1.1951
Russian Federation,RUS,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.3969,1.3994,1.2352,1.3434,1.4327,1.4258,1.4136,1.4314,1.2461,..
Rwanda,RWA,Economic Fitness Metric,EF.EFM.PROD.XD,0,0.0083696,0.023403,0.024846,0.019827,0.026427,0.040826,0.04094,0.034353,0.0014406
Rwanda,RWA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,0.0029135,0.0037983,0.0046939,0.0054708,0.0053729,0.0072721,0.0071355,..
Saudi Arabia,SAU,Economic Fitness Metric,EF.EFM.PROD.XD,0.10183,0.13318,0.13019,0.12387,0.15956,0.18894,0.23569,0.31409,0.25692,0.21849
Saudi Arabia,SAU,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.34853,0.34781,0.40791,0.36269,0.42928,0.424,0.41423,0.45262,0.44002,..
Senegal,SEN,Economic Fitness Metric,EF.EFM.PROD.XD,0.12141,0.1023,0.12708,0.1194,0.1215,0.12676,0.12323,0.11005,0.11167,0.10293
Senegal,SEN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.022166,0.027526,0.026167,0.025794,0.030161,0.035684,0.036037,0.037724,0.034796,..
Serbia,SRB,Economic Fitness Metric,EF.EFM.PROD.XD,1.1564,1.0748,1.0544,1.0618,1.0497,1.0493,1.0599,1.0839,1.1266,1.0761
Serbia,SRB,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.13948,0.12721,0.11843,0.12204,0.12515,0.1393,0.14622,0.14312,0.16392,..
Seychelles,SYC,Economic Fitness Metric,EF.EFM.PROD.XD,1.6684E-75,3.4608E-07,0.0039433,0.0051008,0.010469,0.017644,0.016414,0.021859,0.014963,0.0042938
Seychelles,SYC,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,Economic Fitness Metric,EF.EFM.PROD.XD,0.22005,0.21333,0.18091,0.10795,0.070219,0.044581,0.03567,0.06208,0.077273,0.075304
Sierra Leone,SLE,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0013697,0.0024782,0.0014887,0.0030284,0.0027663,0.0033634,0.0035824,0.003161,0.01053,..
Singapore,SGP,Economic Fitness Metric,EF.EFM.PROD.XD,2.8655,2.87,2.6921,2.7366,2.8397,2.663,2.5331,2.4315,2.4227,2.1943
Singapore,SGP,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.9665,1.9995,1.9306,2.0084,2.0618,2.1199,2.0358,2.1223,2.1181,..
Slovak Republic,SVK,Economic Fitness Metric,EF.EFM.PROD.XD,1.9501,2.0032,1.9861,2.0058,2.0149,2.0847,2.0753,1.9354,1.8713,1.8863
Slovak Republic,SVK,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.50351,0.46957,0.43332,0.44045,0.46959,0.48849,0.50322,0.46659,0.49456,..
Slovenia,SVN,Economic Fitness Metric,EF.EFM.PROD.XD,2.2614,2.2255,2.1901,2.2123,2.1938,2.2858,2.2774,2.3174,2.3449,2.31
Slovenia,SVN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.28527,0.26429,0.24429,0.24338,0.23752,0.24602,0.25505,0.25153,0.29694,..
Somalia,SOM,Economic Fitness Metric,EF.EFM.PROD.XD,0,3.1711E-228,1.0107E-18,1.9574E-155,5.6233E-18,9.4996E-11,7.7548E-13,3.5116E-08,6.2636E-10,1.0261E-38
Somalia,SOM,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Economic Fitness Metric,EF.EFM.PROD.XD,1.7894,1.7669,1.8998,1.7751,1.7927,1.8581,1.9572,1.8454,1.6365,1.4603
South Africa,ZAF,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.48222,0.52065,0.55752,0.58441,0.55142,0.53647,0.49284,0.47293,0.47988,..
South Sudan,SSD,Economic Fitness Metric,EF.EFM.PROD.XD,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Economic Fitness Metric,EF.EFM.PROD.XD,4.9725,4.9041,4.9329,5.1424,4.6427,4.5822,4.651,4.5231,4.5349,4.5077
Spain,ESP,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,2.4539,2.4559,2.2524,2.3108,2.3238,2.7957,2.7981,2.6236,2.8084,..
Sri Lanka,LKA,Economic Fitness Metric,EF.EFM.PROD.XD,0.3398,0.38085,0.4242,0.39697,0.38955,0.4268,0.42996,0.44355,0.48699,0.47108
Sri Lanka,LKA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,Economic Fitness Metric,EF.EFM.PROD.XD,0,5.5346E-229,6.8637E-19,2.446E-155,2.7791E-17,1.6386E-09,9.2036E-07,2.5535E-07,3.9815E-05,8.4767E-29
Sudan,SDN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.019593,0.020819,0.018213,0.022431,0.0237,0.032939,0.033752,0.04487,0.02354,..
Suriname,SUR,Economic Fitness Metric,EF.EFM.PROD.XD,0,4.079E-17,0.00037657,0.001403,0.0010508,0.0022639,0.0014575,0.00085018,0.0033732,0.0021833
Suriname,SUR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0041559,0.0046659,0.010704,0.011091,0.011207,0.010275,0.0075028,0.0037346,0.0054685,..
Sweden,SWE,Economic Fitness Metric,EF.EFM.PROD.XD,3.4094,3.4768,3.2719,3.2891,3.2594,3.1309,3.063,3.0567,2.9284,2.8933
Sweden,SWE,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.6618,1.538,1.5174,1.5148,1.4007,1.4881,1.4001,1.3337,1.3545,..
Switzerland,CHE,Economic Fitness Metric,EF.EFM.PROD.XD,4.5091,4.2568,4.234,4.2435,3.8449,3.4452,3.3883,3.171,3.2186,3.1838
Switzerland,CHE,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,2.9813,3.0823,2.9945,3.2258,3.1339,3.1838,3.2301,3.0108,3.0599,..
Syrian Arab Republic,SYR,Economic Fitness Metric,EF.EFM.PROD.XD,0.43858,0.46912,0.47246,0.44613,0.47476,0.45046,0.32443,0.25928,0.17853,0.031678
Syrian Arab Republic,SYR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.12755,0.11713,0.10344,..,..,..,..,..,..,..
Tajikistan,TJK,Economic Fitness Metric,EF.EFM.PROD.XD,0.016252,0.015955,0.020409,0.022455,0.02131,0.023172,0.022545,0.019019,0.019325,0.017451
Tajikistan,TJK,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.0039286,0.004599,0.0061396,0.0056296,0.0054307,0.0042906,0.0035417,0.0038684,0.0035812,..
Tanzania,TZA,Economic Fitness Metric,EF.EFM.PROD.XD,0.071111,0.10372,0.11166,0.091938,0.085487,0.091696,0.067371,0.057959,0.055735,0.054485
Tanzania,TZA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.029521,0.032635,0.034728,0.033623,0.043678,0.036921,0.056754,0.065664,0.047855,..
Thailand,THA,Economic Fitness Metric,EF.EFM.PROD.XD,2.5552,2.6246,2.5982,2.6253,2.5855,2.6539,2.6387,2.6863,2.6281,2.2916
Thailand,THA,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.383,1.4548,1.503,1.5934,1.5076,1.4912,1.5035,1.5875,1.58,..
Togo,TGO,Economic Fitness Metric,EF.EFM.PROD.XD,0.047445,0.067235,0.066723,0.082772,0.095914,0.11412,0.10999,0.10149,0.11619,0.093333
Togo,TGO,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.016281,0.025293,0.023403,0.022982,0.026581,0.021224,0.019953,0.02127,0.014626,..
Tunisia,TUN,Economic Fitness Metric,EF.EFM.PROD.XD,0.66754,0.72826,0.81593,0.84004,0.84122,0.80719,0.8649,0.89169,0.95602,0.92526
Tunisia,TUN,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,0.12904,0.1306,0.12997,0.12192,0.12147,0.11569,0.11552,0.10981,0.10938,..
Turkey,TUR,Economic Fitness Metric,EF.EFM.PROD.XD,2.4677,2.5735,2.6139,2.7237,2.6789,2.8116,2.8829,2.8445,2.8065,2.8548
Turkey,TUR,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,1.1015,1.0648,1.0591,1.0925,1.1928,1.2525,1.3181,1.3493,1.3649,..
Turkmenistan,TKM,Economic Fitness Metric,EF.EFM.PROD.XD,0.0025816,0.0015133,0.0044219,0.0014498,2.8493E-16,5.9918E-11,5.2079E-21,1.516E-07,1.4773E-07,1.6939E-28
Turkmenistan,TKM,Universal Economic Fitness Metric,EF.EFM.UNIV.XD,..,..,..,..,..,..,..,..,..,..
